"fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","year","month","day","dayofweek","hour","timeofday","dist"
5,-73.983703,40.746743,-73.978858,40.758274,1,2009,4,1,4,4,"Morning",1.34557254932874
7.3,-73.97426,40.791495,-73.963153,40.78182,1,2011,2,3,5,15,"Evening",1.42541126072585
12.5,-73.988932,40.741377,-73.956372,40.7841,1,2013,4,24,4,21,"Night",5.48524544881385
9.3,-73.981536,40.778783,-73.954278,40.78405,1,2012,2,6,2,11,"Mid-Day",2.36860514337774
3.7,-73.982597,40.776232,-73.954002,40.770682,5,2012,7,25,4,18,"Night",2.48574353381091
17.5,-74.009837,40.726047,-73.973832,40.763792,1,2012,10,18,5,8,"Morning",5.17837260422284
4.5,-73.951168,40.782546,-73.949612,40.790313,1,2013,3,20,4,23,"Night",0.873529875261715
9.5,-73.992869,40.758589,-73.987924,40.769966,1,2014,9,26,6,10,"Mid-Day",1.33185256102392
13.3,-73.982185,40.752978,-74.005728,40.740003,1,2010,9,12,1,19,"Night",2.45255779180061
5.3,-73.982877,40.766985,-73.98076,40.782617,2,2010,3,9,3,21,"Night",1.74731626919054
8.1,-73.96999,40.75811,-73.980548,40.780037,1,2011,9,1,5,1,"Night",2.59522995026087
4.5,-73.99432373,40.75650787,-74.00032806,40.75756454,1,2015,2,24,3,8,"Morning",0.51920497653523
10.1,-73.985068,40.778977,-73.948997,40.771702,1,2010,3,18,5,9,"Mid-Day",3.14324605826181
5,-73.981544,40.749475,-73.977471,40.742136,3,2009,4,12,1,2,"Night",0.885259789418358
33.07,-73.873113,40.774103,-73.98559,40.761823,1,2009,8,28,6,13,"Mid-Day",9.57012183079219
26.5,-73.976568,40.683838,-73.87243,40.774536,1,2010,11,17,4,17,"Evening",13.3683199540949
8.9,-73.95402,40.765745,-73.980267,40.7389,6,2012,2,27,2,11,"Mid-Day",3.71462992920263
8,-73.98878,40.723112,-74.000535,40.72075,2,2012,11,15,5,0,"Night",1.02485388136659
5.3,-73.981426,40.763866,-73.973856,40.756356,1,2009,9,28,2,11,"Mid-Day",1.05064584467552
6.5,-74.000703,40.7421,-73.985685,40.763423,1,2012,5,6,1,0,"Night",2.68737279445412
16,-73.9757,40.76096,-73.997425,40.719505,1,2014,2,21,6,18,"Night",4.95967465835634
24.5,-73.873762,40.773822,-73.952655,40.699452,1,2013,4,7,1,22,"Night",10.6098689519462
8.5,-73.952955,40.768357,-73.960928,40.780567,6,2013,10,19,7,12,"Mid-Day",1.51461877982049
7.5,-73.987609,40.744016,-73.97805,40.766577,1,2013,7,21,1,20,"Night",2.63471119048197
6,-73.980835,40.764058,-73.992382,40.752742,3,2014,9,6,7,8,"Morning",1.59033267431333
3.7,-73.985983,40.740702,-73.980432,40.745735,1,2010,2,26,6,19,"Night",0.72931299094728
6.1,-73.996811,40.723128,-73.984037,40.721555,2,2010,3,25,5,18,"Night",1.09061292198367
5.5,-73.964937,40.806828,-73.970897,40.796088,1,2013,9,6,6,12,"Mid-Day",1.29532333146316
17.5,-73.98178864,40.72452927,-73.9592514,40.67684174,6,2015,3,15,1,4,"Morning",5.63269486158455
5.7,-73.999827,40.738475,-74.00814,40.719895,5,2011,7,27,4,0,"Night",2.18152280053275
27.3,-73.985373,40.762637,-73.870427,40.773542,1,2012,8,14,3,16,"Evening",9.75576627970668
7.7,-73.9799253,40.7543011,-73.9830155,40.7525581,1,2010,7,17,7,1,"Night",0.324527161738834
35.3,-73.992317,40.753477,-73.870285,40.772967,4,2012,9,20,5,16,"Evening",10.5036182768778
25,-73.844239,40.72138,-73.923994,40.761268,2,2012,9,29,7,2,"Night",8.05110543083041
10.5,-73.973355,40.78506,-73.986235,40.758395,1,2009,6,11,5,13,"Mid-Day",3.15716758704089
16.5,-73.993158,40.736796,-73.977712,40.766525,2,2013,10,25,6,22,"Night",3.55254853306054
5,-73.981967,40.75938,-73.976713,40.766915,1,2014,1,14,3,9,"Mid-Day",0.94752381401479
57.33,-73.98190308,40.77403259,-73.79370117,40.64464569,2,2015,3,20,6,4,"Morning",21.4157713350044
7.7,-73.991587,40.755978,-73.97207,40.747695,1,2009,1,16,6,22,"Night",1.88443069518838
7.7,-73.97981,40.713928,-73.997032,40.723733,1,2011,5,16,2,18,"Night",1.81529307877095
9.3,-73.994361,40.745846,-73.978746,40.766711,1,2010,12,1,4,19,"Night",2.66695406742417
7.7,-74.003103,40.708257,-73.993315,40.687818,1,2011,4,16,7,23,"Night",2.41787365400726
5.3,-73.989806,40.714186,-74.001992,40.706989,2,2011,7,31,1,0,"Night",1.30208199365016
6.9,-73.99266,40.75678,-73.973197,40.753735,1,2010,11,17,4,20,"Night",1.67398247499061
7.3,-73.97791,40.752777,-73.958075,40.761022,1,2011,2,17,5,18,"Night",1.90569712084019
9.3,-73.987813,40.743838,-73.982892,40.775565,2,2011,8,1,2,23,"Night",3.55214501306689
6.5,-73.963322,40.798655,-73.98381,40.782035,1,2011,10,30,1,2,"Night",2.52790168016204
11.7,-73.978617,40.72434,-73.959693,40.773608,1,2011,12,26,2,21,"Night",5.70557584475045
33.5,-73.979315,40.762447,-73.861565,40.768227,1,2014,3,20,5,8,"Morning",9.93746826101239
5.4,-73.993307,40.728536,-73.986731,40.733028,1,2009,1,16,6,23,"Night",0.746002902367966
2.9,-73.980502,40.780182,-73.976803,40.784213,2,2009,6,28,1,17,"Evening",0.545805877948216
5.7,-73.982362,40.773088,-73.985848,40.757,1,2010,10,23,7,0,"Night",1.81283469756664
9.3,-73.979859,40.765756,-73.957582,40.779481,1,2010,12,16,5,18,"Night",2.41830563563018
6.5,-73.978477,40.74537,-73.979824,40.75494,1,2011,12,27,3,19,"Night",1.07016780128476
9,-73.843616,40.72163,-73.816453,40.722814,1,2014,1,23,5,22,"Night",2.2928784768373
5.3,-73.998588,40.745387,-74.009775,40.74638,5,2010,7,7,4,10,"Mid-Day",0.948868234312758
7.7,-73.992,40.744255,-74.002782,40.730813,1,2012,1,22,1,4,"Morning",1.74908479420736
10,-73.964527,40.76057,-73.984762,40.742545,1,2013,9,12,5,17,"Evening",2.63106532611824
10.5,-73.988627,40.744922,-73.999008,40.720037,5,2013,10,18,6,23,"Night",2.90204431698065
3.7,-73.966815,40.757308,-73.970972,40.75105,1,2012,7,31,3,14,"Evening",0.77898981138536
5.5,-73.989417,40.718955,-73.997037,40.723988,1,2013,9,19,5,18,"Night",0.851807665467377
9,-73.979217,40.771685,-73.960382,40.769785,1,2014,12,12,6,8,"Morning",1.60012497093241
7.3,-73.990159,40.737021,-74.007995,40.739527,1,2009,3,17,3,11,"Mid-Day",1.52834039542178
4.5,-74.00645,40.732418,-74.006213,40.723708,1,2011,7,19,3,10,"Mid-Day",0.968713690799343
6,-73.986023,40.747173,-73.985745,40.754523,1,2013,9,8,1,0,"Night",0.817618136916418
6,-73.98390961,40.77054214,-73.9948349,40.7553978,1,2015,1,3,7,1,"Night",1.91896382371303
7.3,-73.976833,40.776408,-73.958278,40.781942,1,2011,4,6,4,10,"Mid-Day",1.67915485406514
17.7,-73.975314,40.745591,-73.990145,40.685022,1,2011,10,18,3,21,"Night",6.84997814158928
3.7,-74.00451,40.742458,-74.00543,40.739163,2,2012,2,5,1,4,"Morning",0.374496064267923
7.7,-73.989527,40.73614,-73.96882,40.755212,1,2012,7,24,3,18,"Night",2.74597881111161
33.33,-73.872866,40.774208,-73.969841,40.8002,2,2013,9,29,1,18,"Night",8.66081400277721
5.3,-73.97632,40.759604,-73.963465,40.757852,1,2011,10,3,2,10,"Mid-Day",1.1001160276703
12.1,-73.97861,40.741198,-74.008171,40.72009,1,2012,2,4,7,20,"Night",3.42247034737913
10,-73.984475,40.754302,-73.972937,40.78027,2,2013,7,16,3,9,"Mid-Day",3.04661642922003
4.9,-73.981022,40.768545,-73.974062,40.762845,1,2012,8,20,2,15,"Evening",0.863303387355574
42,-73.782278,40.644632,-73.934119,40.736264,1,2013,5,19,1,7,"Morning",16.3618625886129
6.5,-73.984579,40.746074,-73.987348,40.756118,1,2013,11,6,4,19,"Night",1.14093865605479
12,-73.995884,40.764436,-73.98776,40.744272,1,2013,12,9,2,14,"Evening",2.34423402522027
9,-74.005551,40.715455,-73.989167,40.721362,1,2014,2,13,5,20,"Night",1.52906322631145
6.5,-73.97520447,40.78730011,-73.96250153,40.80472565,1,2015,6,5,6,8,"Morning",2.213112079154
3.3,-73.959933,40.762522,-73.959602,40.766638,1,2009,1,30,6,15,"Evening",0.458526487572288
5.7,-73.994735,40.7448,-73.983522,40.738069,1,2012,7,4,4,21,"Night",1.20523592864002
11.5,-73.97245789,40.75764084,-73.99868011,40.74374771,1,2015,3,16,2,20,"Night",2.69548624709693
29,-73.95116425,40.72363281,-73.97492218,40.78001022,3,2015,3,24,3,0,"Night",6.58056880006652
5.7,-73.982729,40.779203,-73.974218,40.793903,1,2010,9,20,2,15,"Evening",1.78472635592009
8.5,-73.998585,40.739902,-73.980175,40.744247,1,2011,10,29,7,23,"Night",1.62450354366216
5.5,-73.976215,40.757755,-73.966955,40.769635,1,2012,11,7,4,10,"Mid-Day",1.5340269250532
8.5,-73.96472168,40.75736618,-73.98549652,40.73816681,6,2015,1,4,1,10,"Mid-Day",2.76051624069889
9.7,-73.982824,40.771614,-74.00389,40.743124,1,2009,7,16,5,15,"Evening",3.63100213425159
6.5,-73.987813,40.731625,-74.005703,40.740122,1,2010,5,20,5,20,"Night",1.77896750429522
7.7,-73.969241,40.761664,-73.979801,40.751026,1,2010,7,29,5,11,"Mid-Day",1.4799915637902
4.9,-73.97663,40.743804,-73.98717,40.729269,1,2011,5,15,1,15,"Evening",1.84412028143085
9.3,-73.97688,40.764595,-73.981049,40.753088,1,2009,9,22,3,9,"Mid-Day",1.32682705899497
4.5,-73.982446,40.731434,-73.989746,40.72567,1,2011,1,14,6,19,"Night",0.888354953801079
11.3,-73.979959,40.726861,-73.952186,40.772966,1,2011,2,6,1,3,"Morning",5.63523281160943
9,-73.980417,40.730287,-73.962855,40.75896,1,2013,6,26,4,20,"Night",3.51484232034101
14.5,-74.003072,40.723282,-73.980687,40.764017,2,2013,10,18,6,19,"Night",4.90642117395421
14.5,-73.968788,40.799037,-73.983732,40.764585,5,2014,3,19,4,21,"Night",4.03222894076174
57.33,-73.78910065,40.64241028,-73.99758911,40.76094055,3,2015,3,2,2,2,"Night",21.968190959314
6.9,-73.954867,40.789145,-73.99744,40.743225,1,2010,1,11,2,18,"Night",6.23913467780363
10.1,-73.986478,40.757364,-73.988856,40.729865,1,2010,5,22,7,10,"Mid-Day",3.06430499622468
4.1,-73.955722,40.782462,-73.953395,40.788272,5,2011,2,16,4,14,"Evening",0.675095592111765
10,-73.974069,40.791823,-73.989474,40.762843,1,2013,1,28,2,14,"Evening",3.47370539461994
8.5,-73.999718,40.733592,-73.974748,40.755548,5,2009,1,23,6,8,"Morning",3.22264778830946
9.7,-73.99329,40.740133,-73.99026,40.717989,1,2009,5,19,3,20,"Night",2.47550230113727
8.5,-73.947982,40.774678,-73.973252,40.750997,5,2010,4,12,2,8,"Morning",3.38574989619061
4.9,-73.989295,40.736057,-73.99617,40.741085,2,2010,4,27,3,17,"Evening",0.805039542192911
24.1,-73.952133,40.781239,-73.873221,40.774458,2,2011,12,20,3,15,"Evening",6.68720058313107
4.9,-73.990247,40.746092,-73.99959,40.741667,2,2009,7,26,1,5,"Morning",0.928240803120908
3.5,-73.96176147,40.77049637,-73.95780945,40.76871109,1,2015,5,11,2,22,"Night",0.387517879059048
10.5,-73.960562,40.769603,-73.990048,40.735183,5,2009,10,7,4,0,"Night",4.56260720193388
3.7,-73.99275,40.730648,-73.987447,40.726905,5,2010,8,7,7,17,"Evening",0.610657485142813
6.5,-73.983131622,40.738454022,-73.981346242,40.7436275,1,2010,11,17,4,11,"Mid-Day",0.594604259832495
6.1,-73.972478,40.790838,-73.956933,40.789192,1,2009,12,16,4,8,"Morning",1.32141850110046
12.9,-73.975648,40.757763,-73.983751,40.721363,2,2012,1,20,6,19,"Night",4.10466490462448
13,-73.968282,40.75536,-74.000625,40.730137,5,2013,7,24,4,18,"Night",3.91032405480777
18,-74.00082,40.72399,-73.965,40.77235,1,2014,8,23,7,15,"Evening",6.16614847103697
4.5,-73.988588,40.764191,-73.996965,40.760275,1,2010,1,4,2,21,"Night",0.829081037209399
4.5,-73.965484,40.760255,-73.972992,40.748765,1,2011,6,7,3,20,"Night",1.4255812176962
4.9,-73.993783,40.745749,-73.987992,40.738213,1,2011,11,9,4,6,"Morning",0.969644134719796
4.5,-73.997708,40.746534,-74.005142,40.751329,1,2014,11,14,6,9,"Mid-Day",0.822463091131363
11,-73.98182678,40.77152634,-73.94832611,40.79568863,1,2015,3,19,5,1,"Night",3.8954035128744
17.7,-74.003946,40.713259,-73.976554,40.784177,1,2011,8,1,2,22,"Night",8.21638889672952
19.33,-74.001329,40.729178,-73.955879,40.741638,1,2013,6,3,2,23,"Night",4.07235875525236
6.9,-73.976377,40.755685,-73.977942,40.777482,1,2011,6,6,2,12,"Mid-Day",2.42729669236975
6.5,-73.991445,40.770122,-73.971005,40.761292,1,2012,1,16,2,12,"Mid-Day",1.98173359686153
6.5,-73.993413,40.733246,-73.984283,40.745533,1,2013,3,29,6,8,"Morning",1.56790584534387
4.5,-73.961122,40.768677,-73.957145,40.777498,2,2009,9,8,3,17,"Evening",1.03644717561913
14.9,-73.965278,40.803643,-73.973968,40.753602,5,2010,5,18,3,19,"Night",5.61220898974503
15.3,-73.971866,40.751292,-73.966486,40.804279,1,2012,5,20,1,19,"Night",5.90927504770382
13.7,-74.013049,40.70236,-73.973448,40.748393,1,2011,1,30,1,23,"Night",6.11038461352679
29.3,-73.873067,40.774135,-73.974239,40.756599,1,2011,5,5,5,18,"Night",8.74076568445015
13.5,-74.008542,40.720708,-73.989128,40.768415,1,2014,3,20,5,18,"Night",5.55117752217075
6.1,-73.99474,40.760443,-73.985702,40.753807,5,2010,7,31,7,0,"Night",1.06018464394193
4.5,-73.955881,40.772058,-73.961747,40.764519,2,2012,1,30,2,13,"Mid-Day",0.973026727237463
6.1,-73.96255,40.763005,-73.97901,40.743627,1,2012,4,9,2,20,"Night",2.562265760604
49.8,-73.781515,40.644792,-73.985398,40.768635,1,2012,8,25,7,17,"Evening",22.0223044751577
5.5,-73.99414,40.758337,-73.988207,40.769777,3,2013,1,28,2,16,"Evening",1.36668826457736
30.9,-73.95624,40.78717,-73.901661,40.873954,1,2010,5,21,6,16,"Evening",10.6868125125502
5.3,-73.982387,40.763518,-73.98821,40.752452,1,2010,6,28,2,13,"Mid-Day",1.32462637249793
6,-73.989411,40.758951,-73.98219,40.768984,1,2012,9,6,5,14,"Evening",1.27061084913278
56.8,-73.786055,40.643435,-73.975481,40.7488,2,2012,10,8,2,20,"Night",19.8064649029592
10.5,-73.987018,40.72078,-73.978431,40.745882,1,2013,1,19,7,23,"Night",2.88346558154605
7,-73.98275,40.748029,-73.973734,40.760571,1,2014,6,4,4,11,"Mid-Day",1.58797662120313
12.5,-73.990545,40.734085,-73.978413,40.681243,2,2009,7,11,7,22,"Night",5.96408674876235
3.7,-73.989793,40.738815,-73.997692,40.740945,1,2010,1,3,1,14,"Evening",0.706382124089689
8,-73.959497,40.720457,-73.938413,40.713872,1,2013,1,10,5,4,"Morning",1.92188753078828
6.1,-73.959538,40.766868,-73.967843,40.755902,1,2010,4,12,2,15,"Evening",1.4057411272024
5.7,-74.004773,40.722483,-73.998072,40.720393,1,2010,6,27,1,0,"Night",0.610666804926829
10,-74.00878143,40.71417999,-74.00118256,40.74649429,1,2015,1,14,4,21,"Night",3.64979025490433
17.3,-73.97362,40.784665,-73.913769,40.781424,1,2011,5,30,2,2,"Night",5.05205535567546
6.1,-73.987747,40.729437,-73.9939,40.741265,1,2012,1,26,5,0,"Night",1.41370192119085
12.5,-73.992337,40.75646,-74.009282,40.729447,1,2014,3,7,6,8,"Morning",3.32568406862813
55,-74.00868,40.704042,-73.868047,40.89891,5,2014,8,29,6,2,"Night",24.6908841111248
14.9,-73.862693,40.769125,-73.924422,40.743722,5,2009,10,6,3,23,"Night",5.91713334464471
7,-73.978275,40.753121,-73.991141,40.748848,1,2013,6,28,6,9,"Mid-Day",1.18335870596477
8.1,-73.985438,40.744653,-73.981861,40.771994,1,2009,9,15,3,6,"Morning",3.05507228689702
3.3,-73.9847704,40.7559881,-73.9822241,40.7579999,1,2010,3,31,4,20,"Night",0.309903873135427
7,-73.983708,40.760972,-73.992352,40.748995,1,2014,1,24,6,15,"Evening",1.51781496442599
14.5,-73.96192169,40.77796555,-73.98220825,40.75179291,3,2015,6,20,7,15,"Evening",3.37470410583572
12.9,-73.959965,40.780437,-73.98786,40.755863,2,2010,10,18,2,12,"Mid-Day",3.60348894342269
8.5,-73.991243,40.699363,-73.996985,40.72387,1,2011,2,22,3,12,"Mid-Day",2.76769701433625
6.5,-73.975498,40.733126,-73.991483,40.73091,1,2012,5,8,3,7,"Morning",1.36925264811051
6.9,-73.979231,40.740343,-73.988201,40.72049,1,2009,10,3,7,19,"Night",2.33336054354274
3.3,-73.981578,40.749833,-73.977998,40.753933,1,2010,11,4,5,7,"Morning",0.546610731476298
41,-73.776859,40.645324,-73.946818,40.719039,1,2013,3,9,7,23,"Night",16.5099361031884
4.5,-73.993505,40.752235,-74.00367,40.75654,1,2013,3,21,5,19,"Night",0.980945861465351
20.1,-73.987785,40.728392,-73.97733,40.643763,1,2010,1,31,1,22,"Night",9.45151644396972
6.9,-73.988586,40.748778,-73.984394,40.763313,1,2012,8,6,2,17,"Evening",1.65433814974761
13,-73.98053,40.734107,-74.010142,40.710012,2,2013,12,24,3,19,"Night",3.66139079142253
6.5,-73.986905,40.749452,-73.98075,40.75466,2,2010,4,4,1,18,"Night",0.777281485976904
10.5,-73.919937,40.766026,-73.918907,40.743008,2,2013,4,30,3,20,"Night",2.56095482342436
6.5,-73.975273,40.760852,-73.973982,40.758255,2,2009,12,28,2,16,"Evening",0.308566426548873
35.33,-73.863258,40.769243,-73.980434,40.75439,3,2013,3,24,1,14,"Evening",10.0060882575284
34.5,-73.98865,40.72267,-74.010668,40.613741,1,2013,10,30,4,23,"Night",12.2538805498694
9,-73.98125,40.73239,-73.99451,40.75056,4,2014,5,12,2,5,"Morning",2.30868908593219
6.1,-73.983755,40.746945,-73.973707,40.76142,1,2010,3,11,5,8,"Morning",1.81850821151611
5,-73.98244476,40.76557922,-73.98549652,40.75984955,1,2015,4,30,5,18,"Night",0.687000970451985
5.3,-73.976402,40.780747,-73.985107,40.767677,1,2011,11,8,3,22,"Night",1.62771301868345
6.1,-74.005115,40.725577,-74.003247,40.739017,1,2012,7,16,2,11,"Mid-Day",1.50272554075503
6,-73.969523,40.76204,-73.965285,40.774292,1,2013,1,30,4,11,"Mid-Day",1.40833354671173
6.5,-73.982691924,40.739430888,-73.982256507,40.747465937,1,2011,8,3,4,13,"Mid-Day",0.89420938023908
7,-73.978187,40.762872,-73.971774,40.750872,1,2012,9,9,1,20,"Night",1.4395249534786
10,-73.979245,40.750975,-74.001102,40.733883,1,2012,11,10,7,17,"Evening",2.64627454214377
14.5,-73.974722,40.751135,-73.993645,40.751851,1,2012,12,10,2,13,"Mid-Day",1.59597525881769
4.5,-73.989027,40.776792,-73.984375,40.78319,1,2009,1,18,1,22,"Night",0.812127514757272
26.5,-73.988544,40.731444,-73.937113,40.855226,2,2012,8,26,1,18,"Night",14.4288284274777
26.5,-74.008784,40.704985,-73.929334,40.76707,1,2014,1,5,1,19,"Night",9.6160973545661
18.5,-74.016311,40.714517,-73.974317,40.750943,1,2013,5,31,6,20,"Night",5.37826964132477
13.5,-73.980802,40.76765,-73.951887,40.785367,1,2013,9,9,2,18,"Night",3.1319450686019
5,-73.98137,40.783138,-73.979116,40.791601,1,2013,10,11,6,7,"Morning",0.959985307645812
23,-73.862945,40.769178,-73.870473,40.733002,3,2013,11,22,6,13,"Mid-Day",4.07226357206655
15.5,-74.00755,40.732205,-73.978492,40.783062,1,2013,2,22,6,7,"Morning",6.16195440563047
5.7,-73.989043,40.757653,-73.978282,40.773012,1,2009,5,20,4,15,"Evening",1.93340413669396
10.5,-73.972787,40.750432,-74.00268,40.743822,1,2011,2,2,4,10,"Mid-Day",2.62328780708588
4.9,-73.992482,40.730647,-74.000795,40.735273,1,2011,6,5,1,13,"Mid-Day",0.869032582680464
10.5,-73.959481,40.771742,-73.982867,40.761518,1,2011,11,18,6,8,"Morning",2.27405048888628
11,-73.976048,40.765487,-73.942171,40.79888,1,2014,11,30,1,22,"Night",4.68221377279845
4.5,-73.977915,40.75229,-73.987755,40.749083,1,2009,12,5,7,21,"Night",0.902340964812855
5.3,-73.962317,40.759122,-73.952972,40.775843,5,2010,11,11,5,21,"Night",2.01898886309498
5.3,-73.983905,40.76096,-73.988895,40.768705,1,2012,4,24,3,21,"Night",0.958271491030436
9.7,-73.969368,40.80026,-73.955755,40.781193,5,2009,3,14,7,21,"Night",2.41006542422564
4.5,-73.968531,40.764935,-73.965165,40.769153,1,2009,7,2,5,19,"Night",0.548028632783984
8.1,-73.987597,40.759565,-73.980215,40.75017,1,2010,9,30,5,13,"Mid-Day",1.21572096515884
15.7,-74.000339,40.727368,-73.956314,40.781605,1,2012,1,3,3,12,"Mid-Day",7.0797594395847
33.7,-73.783605,40.64859,-73.923563,40.745485,2,2012,6,28,5,21,"Night",15.9781807196511
6.5,-73.966228,40.757893,-73.97526,40.753692,1,2013,9,13,6,7,"Morning",0.892734491621796
3.5,-73.955075,40.780234,-73.952913,40.7857,1,2014,7,8,3,13,"Mid-Day",0.634464906871891
49.8,-73.776703,40.64543,-73.971713,40.756637,5,2012,1,15,1,22,"Night",20.5707819070449
4,-73.992178,40.735151,-74.000076,40.738157,1,2013,9,9,2,4,"Morning",0.744671231056859
30.5,-73.870911,40.773738,-73.972759,40.692201,1,2014,12,21,1,22,"Night",12.4838034042851
32.25,-73.991384,40.749995,-73.808189,40.700395,1,2009,5,7,5,3,"Morning",16.3932376431404
5.7,-73.984255,40.754965,-73.999895,40.761412,1,2012,5,14,2,20,"Night",1.49973818027453
6,-73.989921,40.755604,-73.991986,40.745067,2,2013,6,1,7,20,"Night",1.18450315663297
8.9,-73.973087,40.754983,-73.991419,40.749931,1,2010,3,21,1,14,"Evening",1.64318918096318
10.9,-73.967489,40.803334,-73.962198,40.768665,1,2011,6,28,3,7,"Morning",3.88066859486613
5.7,-73.980323,40.738852,-73.990388,40.731147,6,2012,3,8,5,20,"Night",1.20548955959789
11,-73.961672,40.779819,-73.984803,40.748149,1,2012,11,11,1,17,"Evening",4.0244630105633
57.33,-73.78344,40.646472,-73.988637,40.758985,1,2013,10,26,7,16,"Evening",21.3477504615092
4,-73.96443939,40.75617218,-73.9647522,40.76250076,1,2015,6,22,2,17,"Evening",0.704199021484535
7.7,-73.980673,40.759858,-73.958505,40.773612,5,2009,4,22,4,22,"Night",2.41336267146398
11.5,-74.002009,40.719518,-74.016201,40.70676,1,2013,6,27,5,7,"Morning",1.85561144440773
35.5,-74.00701141,40.7069931,-73.86484528,40.76878738,1,2015,6,10,4,13,"Mid-Day",13.8088068884291
8.5,-73.981704,40.778592,-73.962183,40.810248,1,2010,3,7,1,9,"Mid-Day",3.88467976910622
10.1,-73.982421,40.770263,-73.993332,40.740778,1,2010,10,28,5,11,"Mid-Day",3.40495712192772
13.5,-74.007582,40.725667,-73.993572,40.687196,1,2014,4,16,4,19,"Night",4.43779425595934
6.1,-73.974352,40.762957,-73.959982,40.77923,1,2009,6,10,4,17,"Evening",2.17682317350468
6.9,-74.00254,40.733349,-73.992871,40.743107,1,2011,3,16,4,15,"Evening",1.35681350487671
14,-74.00621,40.740415,-73.980788,40.744382,1,2013,2,15,6,1,"Night",2.18668129225579
22.5,-73.973752,40.763411,-73.869763,40.724944,1,2013,10,13,1,21,"Night",9.74897085406966
14.5,-73.97830963,40.74531937,-73.97545624,40.78938293,1,2015,2,2,2,0,"Night",4.90553343292505
4.9,-73.95581,40.778949,-73.953825,40.774499,1,2011,9,12,2,12,"Mid-Day",0.522284782959141
4.1,-73.961231,40.771597,-73.967098,40.766699,1,2011,11,15,3,14,"Evening",0.735349086716631
5,-73.9815979,40.74707794,-73.98808289,40.73788071,1,2015,3,18,4,8,"Morning",1.15947102025692
16.1,-73.991059,40.717451,-73.959587,40.779688,3,2009,12,13,1,1,"Night",7.41088406963486
8.5,-73.969903,40.789688,-73.966174,40.764796,1,2010,1,6,4,13,"Mid-Day",2.78561717089975
13.7,-74.005324,40.74022,-73.98086,40.744392,1,2010,5,28,6,2,"Night",2.11258579648765
8.5,-73.98322,40.738927,-73.997302,40.725718,2,2011,10,6,5,20,"Night",1.8881705743988
24.5,-73.953429,40.784978,-73.872837,40.774513,1,2011,11,15,3,7,"Morning",6.88487186302716
3.5,-73.982407,40.721612,-73.982727,40.723007,5,2013,1,23,4,15,"Evening",0.157443604968335
8.1,-74.001985,40.745758,-73.989165,40.774413,1,2009,9,14,2,23,"Night",3.36427232759606
4.9,-74.001332,40.707219,-74.010358,40.711856,1,2009,10,1,5,21,"Night",0.919050930175682
5.3,-73.97614,40.758149,-73.967873,40.771259,4,2011,5,7,7,11,"Mid-Day",1.61549539665764
6.6,-73.985256,40.738452,-73.995696,40.728587,1,2009,1,23,6,21,"Night",1.40608246635587
6.1,-73.950852,40.771605,-73.970557,40.78488,1,2009,8,4,3,22,"Night",2.22077193489324
9,-73.99763489,40.75644302,-73.97462463,40.76380539,5,2015,5,12,3,7,"Morning",2.1038434677523
9,-73.99040222,40.7560463,-73.97890472,40.73960114,6,2015,6,30,3,6,"Morning",2.06928396721624
8.5,-73.982245,40.776113,-73.993533,40.746632,1,2010,6,5,7,22,"Night",3.41321457686735
6.1,-73.994264,40.731983,-74.000984,40.741732,2,2011,5,21,7,23,"Night",1.22299186343902
8.1,-73.956601,40.775642,-73.982133,40.743098,1,2012,4,21,7,11,"Mid-Day",4.20946631507335
7,-73.971525,40.750872,-73.988102,40.736182,1,2013,6,29,7,13,"Mid-Day",2.14906757510115
10.5,-73.984078,40.755104,-73.997924,40.73454,1,2014,3,25,3,21,"Night",2.56694031955746
4.5,-73.946305,40.781017,-73.937778,40.79304,2,2009,7,19,1,17,"Evening",1.51745229903225
16.5,-74.000107,40.718139,-73.945582,40.66304,1,2010,11,3,4,0,"Night",7.65966992078773
12.5,-73.994792,40.759517,-74.00349,40.725277,6,2012,12,9,1,20,"Night",3.87719090798911
6.5,-73.999055,40.734288,-73.99238,40.725428,1,2009,4,18,7,19,"Night",1.1344377211157
6.9,-73.959512,40.762968,-73.951107,40.78273,1,2009,6,6,7,17,"Evening",2.30860516086505
3.7,-73.968354,40.750813,-73.966012,40.75804,1,2011,4,2,7,17,"Evening",0.827464774002975
10.5,-73.962808,40.772617,-73.98121,40.744267,3,2012,9,5,4,21,"Night",3.5128034122496
5.5,-73.96662,40.764349,-73.975316,40.752702,1,2014,10,30,5,22,"Night",1.48785456903355
18.1,-74.010208,40.702055,-73.946543,40.776547,1,2010,6,24,5,18,"Night",9.86818137268975
9,-73.955428,40.782594,-73.976522,40.775532,1,2012,12,18,3,17,"Evening",1.94197227563271
12.1,-73.994404,40.740277,-73.95084,40.775768,2,2010,4,15,5,22,"Night",5.38867314099458
9.3,-73.977269,40.765591,-73.954925,40.777816,1,2011,8,17,4,17,"Evening",2.32125364027331
11.7,-73.981745,40.76246,-73.990055,40.736395,3,2011,12,11,1,12,"Mid-Day",2.98163452695402
15,-73.922397,40.771952,-73.966107,40.762095,1,2014,3,28,6,15,"Evening",3.84078398509693
5.5,-73.97780609,40.75690842,-73.98539734,40.75785828,1,2015,2,14,7,12,"Mid-Day",0.648060781994035
